cve_id,actual_score,predicted_score,residual,abs_residual,flagged,severity_band
CVE-2013-3948,4.3,5.3856,-1.0856,1.0856,True,MEDIUM
CVE-2025-5816,4.3,5.3856,-1.0856,1.0856,True,MEDIUM
CVE-2008-1236,6.8,5.7144,1.0856,1.0856,True,MEDIUM
CVE-2017-7305,4.6,5.6855,-1.0855,1.0855,True,MEDIUM
CVE-2021-27417,4.6,5.6848,-1.0848,1.0848,True,MEDIUM
CVE-2025-4966,6.1,5.0154,1.0846,1.0846,True,MEDIUM
CVE-2020-9978,4.5,5.5844,-1.0844,1.0844,True,MEDIUM
CVE-2024-38316,4.3,5.3844,-1.0844,1.0844,True,MEDIUM
CVE-2019-9102,8.8,7.7159,1.0841,1.0841,True,HIGH
CVE-2022-30463,8.8,7.7162,1.0838,1.0838,True,HIGH
CVE-2008-5220,10.0,8.9163,1.0837,1.0837,True,CRITICAL
CVE-2023-20090,6.7,5.6168,1.0832,1.0832,True,MEDIUM
CVE-2023-29849,8.8,7.7171,1.0829,1.0829,True,HIGH
CVE-2017-15890,4.8,5.8826,-1.0826,1.0826,True,MEDIUM
CVE-2020-2092,8.8,7.7181,1.0819,1.0819,True,HIGH
CVE-2020-9125,6.7,5.6184,1.0816,1.0816,True,MEDIUM
CVE-2024-47569,4.3,5.3816,-1.0816,1.0816,True,MEDIUM
CVE-2018-4168,4.6,5.6814,-1.0814,1.0814,True,MEDIUM
CVE-2016-1435,7.0,8.0812,-1.0812,1.0812,True,HIGH
CVE-2004-0353,10.0,8.9188,1.0812,1.0812,True,CRITICAL
CVE-2020-24447,7.0,8.0811,-1.0811,1.0811,True,HIGH
CVE-2022-29858,4.3,5.3805,-1.0805,1.0805,True,MEDIUM
CVE-2011-3669,6.8,5.7196,1.0804,1.0804,True,MEDIUM
CVE-2005-1087,6.4,5.3196,1.0804,1.0804,True,MEDIUM
CVE-2023-42455,8.8,7.7202,1.0798,1.0798,True,HIGH
CVE-2025-62225,6.7,5.6204,1.0796,1.0796,True,MEDIUM
CVE-2005-1286,1.2,2.2793,-1.0793,1.0793,True,LOW
CVE-2021-1259,6.5,5.4209,1.0791,1.0791,True,MEDIUM
CVE-2015-1761,6.5,5.421,1.079,1.079,True,MEDIUM
CVE-2024-0811,4.3,5.379,-1.079,1.079,True,MEDIUM
CVE-2024-6411,8.8,7.7211,1.0789,1.0789,True,HIGH
CVE-2011-2338,7.6,8.6784,-1.0784,1.0784,True,HIGH
CVE-2014-2178,6.8,5.7218,1.0782,1.0782,True,MEDIUM
CVE-2019-19792,6.7,5.6222,1.0778,1.0778,True,MEDIUM
CVE-2022-34848,6.7,5.6226,1.0774,1.0774,True,MEDIUM
CVE-2023-44469,4.3,5.3773,-1.0773,1.0773,True,MEDIUM
CVE-2012-1425,4.3,5.3771,-1.0771,1.0771,True,MEDIUM
CVE-2020-1975,6.8,5.723,1.077,1.077,True,MEDIUM
CVE-2017-18851,6.7,5.623,1.077,1.077,True,MEDIUM
CVE-2023-20644,4.4,5.4769,-1.0769,1.0769,True,MEDIUM
CVE-2020-8946,8.8,7.7234,1.0766,1.0766,True,HIGH
CVE-2014-4282,7.2,8.2765,-1.0765,1.0765,True,HIGH
CVE-2024-2216,8.8,7.7238,1.0762,1.0762,True,HIGH
CVE-2025-49049,8.8,7.7239,1.0761,1.0761,True,HIGH
CVE-2020-23995,6.5,5.4239,1.0761,1.0761,True,MEDIUM
CVE-2024-0407,6.5,5.4244,1.0756,1.0756,True,MEDIUM
CVE-2022-38489,4.8,5.8753,-1.0753,1.0753,True,MEDIUM
CVE-2014-2193,4.3,5.3751,-1.0751,1.0751,True,MEDIUM
CVE-2024-32863,6.8,5.7249,1.0751,1.0751,True,MEDIUM
CVE-2019-19931,8.8,7.7253,1.0747,1.0747,True,HIGH
CVE-2024-43316,4.3,5.3747,-1.0747,1.0747,True,MEDIUM
CVE-2020-35451,4.7,5.7745,-1.0745,1.0745,True,MEDIUM
CVE-2025-57969,4.3,5.3742,-1.0742,1.0742,True,MEDIUM
CVE-2024-7817,6.5,5.4261,1.0739,1.0739,True,MEDIUM
CVE-2026-27695,4.3,5.3737,-1.0737,1.0737,True,MEDIUM
CVE-2022-1741,6.8,5.7267,1.0733,1.0733,True,MEDIUM
CVE-2017-13891,6.5,5.4268,1.0732,1.0732,True,MEDIUM
CVE-2010-0896,7.1,8.173,-1.073,1.073,True,HIGH
CVE-2023-31426,6.8,5.7271,1.0729,1.0729,True,MEDIUM
CVE-2019-8534,6.7,5.6273,1.0727,1.0727,True,MEDIUM
CVE-2025-8749,6.5,5.4273,1.0727,1.0727,True,MEDIUM
CVE-2007-0802,6.4,5.3276,1.0724,1.0724,True,MEDIUM
CVE-2014-2471,4.3,5.3722,-1.0722,1.0722,True,MEDIUM
CVE-2024-0748,4.3,5.3721,-1.0721,1.0721,True,MEDIUM
CVE-2013-3970,4.3,5.3718,-1.0718,1.0718,True,MEDIUM
CVE-2025-1778,4.3,5.3714,-1.0714,1.0714,True,MEDIUM
CVE-2010-3363,6.9,5.8286,1.0714,1.0714,True,MEDIUM
CVE-2024-1390,4.3,5.3713,-1.0713,1.0713,True,MEDIUM
CVE-2025-21393,6.3,5.2289,1.0711,1.0711,True,MEDIUM
CVE-2010-0864,4.3,5.3708,-1.0708,1.0708,True,MEDIUM
CVE-2009-5136,4.0,5.0707,-1.0707,1.0707,True,MEDIUM
CVE-2022-22688,8.8,7.7296,1.0704,1.0704,True,HIGH
CVE-2008-3990,4.0,5.0702,-1.0702,1.0702,True,MEDIUM
CVE-2016-3507,4.3,5.37,-1.07,1.07,True,MEDIUM
CVE-2025-8322,8.8,7.7307,1.0693,1.0693,True,HIGH
CVE-2024-13635,4.3,5.3693,-1.0693,1.0693,True,MEDIUM
CVE-2008-6318,7.5,8.5689,-1.0689,1.0689,True,HIGH
CVE-2023-5007,8.8,7.7313,1.0687,1.0687,True,HIGH
CVE-2021-39722,4.4,5.4687,-1.0687,1.0687,True,MEDIUM
CVE-2025-64675,8.3,7.2316,1.0684,1.0684,True,HIGH
CVE-2019-5676,6.7,5.6317,1.0683,1.0683,True,MEDIUM
CVE-2014-1287,7.2,8.2678,-1.0678,1.0678,True,HIGH
CVE-2015-2014,5.8,4.7322,1.0678,1.0678,True,MEDIUM
CVE-2015-4507,5.1,6.1677,-1.0677,1.0677,True,MEDIUM
CVE-2025-2061,4.3,5.3675,-1.0675,1.0675,True,MEDIUM
CVE-2017-11398,8.8,7.7326,1.0673,1.0673,True,HIGH
CVE-2021-44255,7.2,8.2673,-1.0673,1.0673,True,HIGH
CVE-2014-1517,4.0,5.0672,-1.0672,1.0672,True,MEDIUM
CVE-2004-1456,7.5,8.5671,-1.0671,1.0671,True,HIGH
CVE-2023-3159,6.7,5.633,1.067,1.067,True,MEDIUM
CVE-2017-5091,8.8,7.733,1.067,1.067,True,HIGH
CVE-2015-4593,8.8,7.7331,1.0669,1.0669,True,HIGH
CVE-2014-2484,6.5,5.4332,1.0668,1.0668,True,MEDIUM
CVE-2025-8321,6.8,5.7332,1.0668,1.0668,True,MEDIUM
CVE-2024-1264,6.3,5.2335,1.0665,1.0665,True,MEDIUM
CVE-2023-4796,4.3,5.3661,-1.0661,1.0661,True,MEDIUM
CVE-2011-5318,6.8,5.734,1.066,1.066,True,MEDIUM
CVE-2018-20488,4.3,5.3659,-1.0659,1.0659,True,MEDIUM
CVE-2022-47485,4.4,5.4658,-1.0658,1.0658,True,MEDIUM
CVE-2016-6443,8.8,7.7346,1.0654,1.0654,True,HIGH
CVE-2017-14597,4.8,5.8653,-1.0653,1.0653,True,MEDIUM
CVE-2025-60690,8.8,7.7353,1.0647,1.0647,True,HIGH
CVE-2022-30953,6.5,5.4355,1.0645,1.0645,True,MEDIUM
CVE-2023-20589,6.8,5.7355,1.0645,1.0645,True,MEDIUM
CVE-2026-20138,6.8,5.7357,1.0643,1.0643,True,MEDIUM
CVE-2000-1001,7.5,8.5638,-1.0638,1.0638,True,HIGH
CVE-2024-20413,6.7,5.6363,1.0637,1.0637,True,MEDIUM
CVE-2023-21050,6.7,5.6368,1.0632,1.0632,True,MEDIUM
CVE-2021-47899,4.0,5.0631,-1.0631,1.0631,True,MEDIUM
CVE-2008-3147,4.7,5.763,-1.063,1.063,True,MEDIUM
CVE-2025-56019,6.5,5.4371,1.0629,1.0629,True,MEDIUM
CVE-2015-2651,3.8,2.7377,1.0623,1.0623,True,LOW
CVE-2023-5484,6.5,5.4377,1.0623,1.0623,True,MEDIUM
CVE-2023-29091,6.8,5.7379,1.0621,1.0621,True,MEDIUM
CVE-2022-39884,4.3,5.362,-1.062,1.062,True,MEDIUM
CVE-2025-4597,6.5,5.4383,1.0617,1.0617,True,MEDIUM
CVE-2024-12335,4.3,5.3608,-1.0608,1.0608,True,MEDIUM
CVE-2018-9392,6.7,5.6392,1.0608,1.0608,True,MEDIUM
CVE-2021-32100,6.5,5.4397,1.0603,1.0603,True,MEDIUM
CVE-2025-69212,8.8,7.7397,1.0603,1.0603,True,HIGH
CVE-2021-25393,6.6,5.5398,1.0602,1.0602,True,MEDIUM
CVE-2020-21056,4.3,5.3599,-1.0599,1.0599,True,MEDIUM
CVE-2007-6688,10.0,8.9401,1.0599,1.0599,True,CRITICAL
CVE-2022-40128,4.3,5.3599,-1.0599,1.0599,True,MEDIUM
CVE-2008-0346,10.0,8.9401,1.0599,1.0599,True,CRITICAL
CVE-2020-1433,6.5,5.4402,1.0598,1.0598,True,MEDIUM
CVE-2023-42781,6.5,5.441,1.059,1.059,True,MEDIUM
CVE-2007-3831,9.3,8.241,1.059,1.059,True,CRITICAL
CVE-2014-0565,10.0,8.9413,1.0587,1.0587,True,CRITICAL
CVE-2007-3777,7.2,8.2587,-1.0587,1.0587,True,HIGH
CVE-2026-1785,4.3,5.3587,-1.0587,1.0587,True,MEDIUM
CVE-2025-62886,8.8,7.7414,1.0586,1.0586,True,HIGH
CVE-2025-20015,6.7,5.6414,1.0586,1.0586,True,MEDIUM
CVE-2010-4998,7.5,8.5585,-1.0585,1.0585,True,HIGH
CVE-2023-39999,4.3,5.3585,-1.0585,1.0585,True,MEDIUM
CVE-2025-2442,6.8,5.7426,1.0574,1.0574,True,MEDIUM
CVE-2026-1484,4.2,5.2573,-1.0573,1.0573,True,MEDIUM
CVE-2022-29942,6.5,5.4427,1.0573,1.0573,True,MEDIUM
CVE-2022-26850,4.3,5.3573,-1.0573,1.0573,True,MEDIUM
CVE-2014-3520,6.5,5.443,1.057,1.057,True,MEDIUM
CVE-2015-6710,6.8,5.7431,1.0569,1.0569,True,MEDIUM
CVE-2025-62874,4.3,5.3567,-1.0567,1.0567,True,MEDIUM
CVE-2007-3742,4.3,5.3565,-1.0565,1.0565,True,MEDIUM
CVE-2023-32049,8.8,7.7436,1.0564,1.0564,True,HIGH
CVE-2009-0668,6.5,5.4438,1.0562,1.0562,True,MEDIUM
CVE-2019-8173,4.3,5.3561,-1.0561,1.0561,True,MEDIUM
CVE-2022-3261,4.4,5.4561,-1.0561,1.0561,True,MEDIUM
CVE-2023-20822,6.7,5.644,1.056,1.056,True,MEDIUM
CVE-2025-68507,6.5,5.4446,1.0554,1.0554,True,MEDIUM
CVE-2015-1125,4.3,5.3554,-1.0554,1.0554,True,MEDIUM
CVE-2025-46631,6.5,5.4449,1.0551,1.0551,True,MEDIUM
CVE-2020-12689,8.8,7.7455,1.0545,1.0545,True,HIGH
CVE-2022-22076,7.1,8.1542,-1.0542,1.0542,True,HIGH
CVE-2022-32594,6.7,5.6462,1.0538,1.0538,True,MEDIUM
CVE-2024-0045,6.5,5.4463,1.0537,1.0537,True,MEDIUM
CVE-2010-0928,4.0,5.0537,-1.0537,1.0537,True,MEDIUM
CVE-2020-26917,4.1,5.1526,-1.0526,1.0526,True,MEDIUM
CVE-2013-1961,9.3,8.2474,1.0526,1.0526,True,CRITICAL
CVE-2025-24491,6.7,5.6477,1.0523,1.0523,True,MEDIUM
CVE-2006-6631,6.8,5.7477,1.0523,1.0523,True,MEDIUM
CVE-2004-0687,7.5,8.5523,-1.0523,1.0523,True,HIGH
CVE-2025-6076,8.8,7.7481,1.0519,1.0519,True,HIGH
CVE-2010-1723,6.8,5.7482,1.0518,1.0518,True,MEDIUM
CVE-2025-57955,6.5,5.4483,1.0517,1.0517,True,MEDIUM
CVE-2024-38330,7.0,8.0516,-1.0516,1.0516,True,HIGH
CVE-2021-30265,6.7,5.6486,1.0514,1.0514,True,MEDIUM
CVE-2022-40685,6.5,5.449,1.051,1.051,True,MEDIUM
CVE-2015-2323,6.4,5.3495,1.0505,1.0505,True,MEDIUM
CVE-2025-39565,6.6,5.55,1.05,1.05,True,MEDIUM
CVE-2021-36877,4.3,5.3499,-1.0499,1.0499,True,MEDIUM
CVE-2023-1343,4.3,5.3497,-1.0497,1.0497,True,MEDIUM
CVE-2024-54115,4.3,5.3495,-1.0495,1.0495,True,MEDIUM
CVE-2024-2080,4.3,5.3493,-1.0493,1.0493,True,MEDIUM
CVE-2022-21210,8.8,7.7507,1.0493,1.0493,True,HIGH
CVE-2012-3466,4.4,5.4492,-1.0492,1.0492,True,MEDIUM
CVE-2025-60122,4.3,5.349,-1.049,1.049,True,MEDIUM
CVE-2013-3482,9.3,8.2513,1.0487,1.0487,True,CRITICAL
CVE-2025-35983,6.5,5.4513,1.0487,1.0487,True,MEDIUM
CVE-2014-9015,6.8,5.7518,1.0482,1.0482,True,MEDIUM
CVE-2018-2702,6.5,5.452,1.048,1.048,True,MEDIUM
CVE-2014-4507,6.4,5.3522,1.0478,1.0478,True,MEDIUM
CVE-2025-23763,6.5,5.4524,1.0476,1.0476,True,MEDIUM
CVE-2014-8015,4.0,5.0474,-1.0474,1.0474,True,MEDIUM
CVE-2023-36531,4.3,5.3473,-1.0473,1.0473,True,MEDIUM
CVE-2025-3638,8.8,7.753,1.047,1.047,True,HIGH
CVE-2024-32000,4.3,5.3465,-1.0465,1.0465,True,MEDIUM
CVE-2020-16277,8.8,7.7535,1.0465,1.0465,True,HIGH
CVE-2025-7221,4.3,5.3464,-1.0464,1.0464,True,MEDIUM
CVE-2024-3843,4.3,5.3462,-1.0462,1.0462,True,MEDIUM
CVE-2025-4867,6.5,5.4538,1.0462,1.0462,True,MEDIUM
CVE-2024-28158,4.3,5.3461,-1.0461,1.0461,True,MEDIUM
CVE-2020-10981,4.3,5.346,-1.046,1.046,True,MEDIUM
CVE-2013-5357,7.5,8.5459,-1.0459,1.0459,True,HIGH
CVE-2014-9752,6.5,5.4543,1.0457,1.0457,True,MEDIUM
CVE-2013-1959,3.7,2.6543,1.0457,1.0457,True,LOW
CVE-2014-2867,10.0,8.9551,1.0449,1.0449,True,CRITICAL
CVE-2025-4635,6.6,5.5552,1.0448,1.0448,True,MEDIUM
CVE-2006-0279,10.0,8.9556,1.0444,1.0444,True,CRITICAL
CVE-2023-46916,4.3,5.3443,-1.0443,1.0443,True,MEDIUM
CVE-2024-41124,6.3,5.2563,1.0437,1.0437,True,MEDIUM
CVE-2006-6796,6.8,5.7563,1.0437,1.0437,True,MEDIUM
CVE-2023-5712,4.3,5.3435,-1.0435,1.0435,True,MEDIUM
CVE-2018-0477,6.7,5.6566,1.0434,1.0434,True,MEDIUM
CVE-2022-40005,8.8,7.7574,1.0426,1.0426,True,HIGH
CVE-2024-47570,6.6,5.5574,1.0426,1.0426,True,MEDIUM
CVE-2025-62606,8.8,7.7574,1.0426,1.0426,True,HIGH
CVE-2015-0448,7.2,8.2423,-1.0423,1.0423,True,HIGH
CVE-2015-4800,4.0,5.0422,-1.0422,1.0422,True,MEDIUM
CVE-2020-24036,8.8,7.758,1.042,1.042,True,HIGH
CVE-2024-5201,8.8,7.7582,1.0418,1.0418,True,HIGH
CVE-2019-20908,6.7,5.6582,1.0418,1.0418,True,MEDIUM
CVE-2024-9450,6.5,5.4583,1.0417,1.0417,True,MEDIUM
CVE-2008-0506,6.8,5.7588,1.0412,1.0412,True,MEDIUM
CVE-2013-6245,10.0,8.9591,1.0409,1.0409,True,CRITICAL
CVE-2024-0738,6.3,5.2591,1.0409,1.0409,True,MEDIUM
CVE-2025-48497,4.3,5.3406,-1.0406,1.0406,True,MEDIUM
CVE-2014-0065,6.5,5.4594,1.0406,1.0406,True,MEDIUM
CVE-2012-3136,10.0,8.9595,1.0405,1.0405,True,CRITICAL
CVE-2023-38677,4.7,5.7403,-1.0403,1.0403,True,MEDIUM
CVE-2012-0672,6.8,5.7602,1.0398,1.0398,True,MEDIUM
CVE-2016-0506,4.3,5.3397,-1.0397,1.0397,True,MEDIUM
CVE-2025-54340,4.1,5.1396,-1.0396,1.0396,True,MEDIUM
CVE-2018-7105,7.2,8.2394,-1.0394,1.0394,True,HIGH
CVE-2016-1320,6.7,5.6607,1.0393,1.0393,True,MEDIUM
CVE-2020-11078,6.8,5.7609,1.0391,1.0391,True,MEDIUM
CVE-2024-32023,6.5,5.4609,1.0391,1.0391,True,MEDIUM
CVE-2024-20521,6.5,5.4616,1.0384,1.0384,True,MEDIUM
CVE-2007-3898,6.4,5.3618,1.0382,1.0382,True,MEDIUM
CVE-2013-2554,7.5,8.5377,-1.0377,1.0377,True,HIGH
CVE-2010-0595,10.0,8.9625,1.0375,1.0375,True,CRITICAL
CVE-2016-2792,8.8,7.7629,1.0371,1.0371,True,HIGH
CVE-2020-7939,8.8,7.7631,1.0369,1.0369,True,HIGH
CVE-2011-1049,6.8,5.7636,1.0364,1.0364,True,MEDIUM
CVE-2025-59842,4.3,5.3363,-1.0363,1.0363,True,MEDIUM
CVE-2021-2172,6.5,5.4637,1.0363,1.0363,True,MEDIUM
CVE-2020-14708,4.3,5.3354,-1.0354,1.0354,True,MEDIUM
CVE-2008-0417,4.3,5.3352,-1.0352,1.0352,True,MEDIUM
CVE-2020-15170,7.0,8.0346,-1.0346,1.0346,True,HIGH
CVE-2019-5832,6.5,5.4654,1.0346,1.0346,True,MEDIUM
CVE-2013-3821,6.4,5.3658,1.0342,1.0342,True,MEDIUM
CVE-2025-32633,8.6,7.5658,1.0342,1.0342,True,HIGH
CVE-2016-3488,4.4,5.4341,-1.0341,1.0341,True,MEDIUM
CVE-2023-1341,4.3,5.3339,-1.0339,1.0339,True,MEDIUM
CVE-2017-9146,8.8,7.7663,1.0337,1.0337,True,HIGH
CVE-2024-39678,4.3,5.3331,-1.0331,1.0331,True,MEDIUM
CVE-2025-65553,6.5,5.467,1.033,1.033,True,MEDIUM
CVE-2010-10011,4.3,5.3327,-1.0327,1.0327,True,MEDIUM
CVE-2025-23615,6.5,5.4683,1.0317,1.0317,True,MEDIUM
CVE-2018-11402,6.6,5.57,1.03,1.03,True,MEDIUM
CVE-2017-14224,8.8,7.7701,1.0299,1.0299,True,HIGH
CVE-2016-0533,4.3,5.3299,-1.0299,1.0299,True,MEDIUM
CVE-2017-13086,6.8,5.7704,1.0296,1.0296,True,MEDIUM
CVE-2020-35228,4.8,5.8292,-1.0292,1.0292,True,MEDIUM
CVE-2025-0063,8.8,7.7709,1.0291,1.0291,True,HIGH
CVE-2021-33889,6.8,5.771,1.029,1.029,True,MEDIUM
CVE-2025-13210,4.7,5.729,-1.029,1.029,True,MEDIUM
CVE-2007-0273,4.3,5.3289,-1.0289,1.0289,True,MEDIUM
CVE-2022-23702,6.7,5.6711,1.0289,1.0289,True,MEDIUM
CVE-2025-31564,8.5,7.4714,1.0286,1.0286,True,HIGH
CVE-2024-25904,4.3,5.3285,-1.0285,1.0285,True,MEDIUM
CVE-2022-24343,4.3,5.3283,-1.0283,1.0283,True,MEDIUM
CVE-2010-4606,7.5,8.5283,-1.0283,1.0283,True,HIGH
CVE-2021-25056,4.8,5.828,-1.028,1.028,True,MEDIUM
CVE-2019-0762,4.3,5.3278,-1.0278,1.0278,True,MEDIUM
CVE-2025-20092,6.7,5.6726,1.0274,1.0274,True,MEDIUM
CVE-2010-4953,10.0,8.9726,1.0274,1.0274,True,CRITICAL
CVE-2018-1845,7.1,8.1274,-1.0274,1.0274,True,HIGH
CVE-2026-22916,4.3,5.3268,-1.0268,1.0268,True,MEDIUM
CVE-2025-11790,4.4,5.4265,-1.0265,1.0265,True,MEDIUM
CVE-2026-1897,4.3,5.3264,-1.0264,1.0264,True,MEDIUM
CVE-2015-1458,6.9,5.8736,1.0264,1.0264,True,MEDIUM
CVE-2018-6247,8.8,7.7738,1.0262,1.0262,True,HIGH
CVE-2022-25666,6.7,5.6738,1.0262,1.0262,True,MEDIUM
CVE-2022-23202,7.0,8.026,-1.026,1.026,True,HIGH
CVE-1999-0801,10.0,8.974,1.026,1.026,True,CRITICAL
CVE-2018-18810,6.8,5.7748,1.0252,1.0252,True,MEDIUM
CVE-2012-2304,4.3,5.3251,-1.0251,1.0251,True,MEDIUM
CVE-2007-5423,7.5,8.525,-1.025,1.025,True,HIGH
CVE-2013-3500,7.5,8.525,-1.025,1.025,True,HIGH
CVE-2023-22427,4.8,5.8249,-1.0249,1.0249,True,MEDIUM
CVE-2026-23632,6.5,5.4753,1.0247,1.0247,True,MEDIUM
CVE-2009-3350,10.0,8.9754,1.0246,1.0246,True,CRITICAL
CVE-2009-4431,7.5,8.5245,-1.0245,1.0245,True,HIGH
CVE-2019-10224,4.6,5.6243,-1.0243,1.0243,True,MEDIUM
CVE-2012-2421,1.8,2.8242,-1.0242,1.0242,True,LOW
CVE-2004-0273,9.3,8.2762,1.0238,1.0238,True,CRITICAL
CVE-2012-4274,10.0,8.9763,1.0237,1.0237,True,CRITICAL
CVE-2021-37658,7.1,8.1234,-1.0234,1.0234,True,HIGH
CVE-2007-5332,10.0,8.9768,1.0232,1.0232,True,CRITICAL
CVE-2026-0658,4.3,5.323,-1.023,1.023,True,MEDIUM
CVE-2013-0856,9.3,8.2772,1.0228,1.0228,True,CRITICAL
CVE-2010-0637,6.8,5.7773,1.0227,1.0227,True,MEDIUM
CVE-2021-42849,6.8,5.7773,1.0227,1.0227,True,MEDIUM
CVE-2023-0700,6.5,5.4774,1.0226,1.0226,True,MEDIUM
CVE-2024-23933,6.8,5.7776,1.0224,1.0224,True,MEDIUM
CVE-2024-4318,8.8,7.7776,1.0224,1.0224,True,HIGH
CVE-2024-24279,8.8,7.7777,1.0223,1.0223,True,HIGH
CVE-2022-22738,8.8,7.7777,1.0223,1.0223,True,HIGH
CVE-2003-0988,7.5,8.5223,-1.0223,1.0223,True,HIGH
CVE-2025-31755,4.3,5.3216,-1.0216,1.0216,True,MEDIUM
CVE-2025-0815,6.5,5.4788,1.0212,1.0212,True,MEDIUM
CVE-2018-0665,6.8,5.7789,1.0211,1.0211,True,MEDIUM
CVE-2009-3576,9.3,8.2793,1.0207,1.0207,True,CRITICAL
CVE-2024-56990,4.5,5.5204,-1.0204,1.0204,True,MEDIUM
CVE-2013-4436,9.3,8.2796,1.0204,1.0204,True,CRITICAL
CVE-2021-28999,8.8,7.7799,1.0201,1.0201,True,HIGH
CVE-2022-28735,6.7,5.6799,1.0201,1.0201,True,MEDIUM
CVE-2023-3011,6.5,5.48,1.02,1.02,True,MEDIUM
CVE-2021-37968,4.3,5.32,-1.02,1.02,True,MEDIUM
CVE-2012-2448,7.5,8.5197,-1.0197,1.0197,True,HIGH
CVE-2023-49254,8.8,7.7804,1.0196,1.0196,True,HIGH
CVE-2012-1824,7.2,8.2195,-1.0195,1.0195,True,HIGH
CVE-2008-4975,6.9,5.8806,1.0194,1.0194,True,MEDIUM
CVE-2017-10295,4.0,5.019,-1.019,1.019,True,MEDIUM
CVE-2021-39375,8.8,7.7811,1.0189,1.0189,True,HIGH
CVE-2007-5070,10.0,8.9814,1.0186,1.0186,True,CRITICAL
CVE-2019-0092,6.8,5.782,1.018,1.018,True,MEDIUM
CVE-2019-8933,8.8,7.7821,1.0179,1.0179,True,HIGH
CVE-2008-1126,6.8,5.7823,1.0177,1.0177,True,MEDIUM
CVE-2021-33706,4.3,5.3177,-1.0177,1.0177,True,MEDIUM
CVE-2025-22455,8.8,7.7824,1.0176,1.0176,True,HIGH
CVE-2016-5251,4.3,5.3175,-1.0175,1.0175,True,MEDIUM
CVE-2014-4281,4.3,5.3173,-1.0173,1.0173,True,MEDIUM
CVE-2020-0583,8.8,7.7827,1.0173,1.0173,True,HIGH
CVE-2002-1512,6.2,5.1828,1.0172,1.0172,True,MEDIUM
CVE-2023-20660,4.4,5.4168,-1.0168,1.0168,True,MEDIUM
CVE-2021-34381,6.7,5.6833,1.0167,1.0167,True,MEDIUM
CVE-2023-6676,8.8,7.7833,1.0167,1.0167,True,HIGH
CVE-2025-15260,6.5,5.4834,1.0166,1.0166,True,MEDIUM
CVE-2024-58131,4.0,5.0164,-1.0164,1.0164,True,MEDIUM
CVE-2015-6821,7.5,8.5163,-1.0163,1.0163,True,HIGH
CVE-2024-51445,6.5,5.4838,1.0162,1.0162,True,MEDIUM
CVE-2025-2571,4.2,5.2162,-1.0162,1.0162,True,MEDIUM
CVE-2025-20785,6.7,5.6841,1.0159,1.0159,True,MEDIUM
CVE-2024-36247,4.6,5.6159,-1.0159,1.0159,True,MEDIUM
CVE-2022-40974,1.8,2.8156,-1.0156,1.0156,True,LOW
CVE-2022-4159,6.5,5.4847,1.0153,1.0153,True,MEDIUM
CVE-2020-3885,4.3,5.3149,-1.0149,1.0149,True,MEDIUM
CVE-2024-20079,6.7,5.6857,1.0143,1.0143,True,MEDIUM
CVE-2010-4024,6.8,5.7861,1.0139,1.0139,True,MEDIUM
CVE-2014-2829,7.8,8.8139,-1.0139,1.0139,True,HIGH
CVE-2017-1000496,8.8,7.7862,1.0138,1.0138,True,HIGH
CVE-2024-22433,8.8,7.7864,1.0136,1.0136,True,HIGH
CVE-2023-6869,6.5,5.4865,1.0135,1.0135,True,MEDIUM
CVE-2018-9398,6.7,5.6866,1.0134,1.0134,True,MEDIUM
CVE-2024-33144,8.8,7.7867,1.0133,1.0133,True,HIGH
CVE-2012-1013,4.0,5.0133,-1.0133,1.0133,True,MEDIUM
CVE-2023-50463,6.5,5.4868,1.0132,1.0132,True,MEDIUM
CVE-2024-11101,4.7,5.7132,-1.0132,1.0132,True,MEDIUM
CVE-2025-49550,4.3,5.3129,-1.0129,1.0129,True,MEDIUM
CVE-2011-1836,4.6,5.6127,-1.0127,1.0127,True,MEDIUM
CVE-2025-27424,4.3,5.3127,-1.0127,1.0127,True,MEDIUM
CVE-2009-1104,5.8,4.7875,1.0125,1.0125,True,MEDIUM
CVE-2020-14769,6.5,5.4878,1.0122,1.0122,True,MEDIUM
CVE-2025-0435,6.5,5.4883,1.0117,1.0117,True,MEDIUM
CVE-2014-0906,4.3,5.3116,-1.0116,1.0116,True,MEDIUM
CVE-2015-4811,1.5,2.5116,-1.0116,1.0116,True,LOW
CVE-2006-6180,6.8,5.7886,1.0114,1.0114,True,MEDIUM
CVE-2013-2184,7.5,8.5113,-1.0113,1.0113,True,HIGH
CVE-2013-1489,10.0,8.9888,1.0112,1.0112,True,CRITICAL
CVE-2013-3083,6.8,5.7889,1.0111,1.0111,True,MEDIUM
CVE-2019-11515,4.9,5.9111,-1.0111,1.0111,True,MEDIUM
CVE-2013-2134,9.3,8.2889,1.0111,1.0111,True,CRITICAL
CVE-2022-36389,4.3,5.311,-1.011,1.011,True,MEDIUM
CVE-2023-30695,6.7,5.6894,1.0106,1.0106,True,MEDIUM
CVE-2009-1171,4.3,5.3104,-1.0104,1.0104,True,MEDIUM
CVE-2021-25159,6.5,5.4896,1.0104,1.0104,True,MEDIUM
CVE-2025-55226,6.7,5.6904,1.0096,1.0096,True,MEDIUM
CVE-2024-6979,6.8,5.7904,1.0096,1.0096,True,MEDIUM
CVE-2017-16756,8.8,7.7907,1.0093,1.0093,True,HIGH
CVE-2024-10688,4.3,5.3092,-1.0092,1.0092,True,MEDIUM
